,date,n_InGeneralWard,n_InICU,n_OnVentInICU,n_TERMINAL
13975,2020-01-03,0.0,0.0,0.0,0.0
13976,2020-01-04,0.0,0.0,0.0,0.0
13977,2020-01-05,0.0,0.0,0.0,0.0
13978,2020-01-06,0.0,0.0,0.0,0.0
13979,2020-01-07,0.0,0.0,0.0,0.0
13980,2020-01-08,0.0,0.0,0.0,0.0
13981,2020-01-09,0.0,0.0,0.0,0.0
13982,2020-01-10,0.0,0.0,0.0,0.0
13983,2020-01-11,0.0,0.0,0.0,0.0
13984,2020-01-12,0.0,0.0,0.0,0.0
13985,2020-01-13,0.0,0.0,0.0,0.0
13986,2020-01-14,0.0,0.0,0.0,0.0
13987,2020-01-15,0.0,0.0,0.0,0.0
13988,2020-01-16,0.0,0.0,0.0,0.0
13989,2020-01-17,0.0,0.0,0.0,0.0
13990,2020-01-18,0.0,0.0,0.0,0.0
13991,2020-01-19,0.0,0.0,0.0,0.0
13992,2020-01-20,0.0,0.0,0.0,0.0
13993,2020-01-21,0.0,0.0,0.0,0.0
13994,2020-01-22,0.0,0.0,0.0,0.0
13995,2020-01-23,0.0,0.0,0.0,0.0
13996,2020-01-24,0.0,0.0,0.0,0.0
13997,2020-01-25,0.0,0.0,0.0,0.0
13998,2020-01-26,0.0,0.0,0.0,0.0
13999,2020-01-27,0.0,0.0,0.0,0.0
14000,2020-01-28,0.0,0.0,0.0,0.0
14001,2020-01-29,0.0,0.0,0.0,0.0
14002,2020-01-30,0.0,0.0,0.0,0.0
14003,2020-01-31,0.0,0.0,0.0,0.0
14004,2020-02-01,0.0,0.0,0.0,0.0
14005,2020-02-02,0.0,0.0,0.0,0.0
14006,2020-02-03,0.0,0.0,0.0,0.0
14007,2020-02-04,0.0,0.0,0.0,0.0
14008,2020-02-05,0.0,0.0,0.0,0.0
14009,2020-02-06,0.0,0.0,0.0,0.0
14010,2020-02-07,0.0,0.0,0.0,0.0
14011,2020-02-08,0.0,0.0,0.0,0.0
14012,2020-02-09,0.0,0.0,0.0,0.0
14013,2020-02-10,0.0,0.0,0.0,0.0
14014,2020-02-11,0.0,0.0,0.0,0.0
14015,2020-02-12,0.0,0.0,0.0,0.0
14016,2020-02-13,0.0,0.0,0.0,0.0
14017,2020-02-14,0.0,0.0,0.0,0.0
14018,2020-02-15,0.0,0.0,0.0,0.0
14019,2020-02-16,0.0,0.0,0.0,0.0
14020,2020-02-17,0.0,0.0,0.0,0.0
14021,2020-02-18,0.0,0.0,0.0,0.0
14022,2020-02-19,0.0,0.0,0.0,0.0
14023,2020-02-20,0.0,0.0,0.0,0.0
14024,2020-02-21,0.0,0.0,0.0,0.0
14025,2020-02-22,0.0,0.0,0.0,0.0
14026,2020-02-23,0.0,0.0,0.0,0.0
14027,2020-02-24,0.0,0.0,0.0,0.0
14028,2020-02-25,0.0,0.0,0.0,0.0
14029,2020-02-26,0.0,0.0,0.0,0.0
14030,2020-02-27,0.0,0.0,0.0,0.0
14031,2020-02-28,0.0,0.0,0.0,0.0
14032,2020-02-29,0.0,0.0,0.0,0.0
14033,2020-03-01,0.0,0.0,0.0,0.0
14034,2020-03-02,0.0,0.0,0.0,0.0
14035,2020-03-03,0.0,0.0,0.0,0.0
14036,2020-03-04,0.0,0.0,0.0,0.0
14037,2020-03-05,0.0,0.0,0.0,0.0
14038,2020-03-06,0.0,0.0,0.0,0.0
14039,2020-03-07,0.0,0.0,0.0,0.0
14040,2020-03-08,0.0,0.0,0.0,0.0
14041,2020-03-09,0.0,0.0,0.0,0.0
14042,2020-03-10,0.0,0.0,0.0,0.0
14043,2020-03-11,0.0,0.0,0.0,0.0
14044,2020-03-12,0.0,0.0,0.0,0.0
14045,2020-03-13,0.0,0.0,0.0,0.0
14046,2020-03-14,0.0,0.0,0.0,0.0
14047,2020-03-15,0.06456544950882451,0.03,0.03,0.0
14048,2020-03-16,0.06456544950882451,0.03,0.03,0.0
14049,2020-03-17,0.307435413295038,0.15,0.15,0.0
14050,2020-03-18,0.5533934726939728,0.2736011672077923,0.2724266064352314,0.0
14051,2020-03-19,0.6735679964618728,0.333601167207792,0.33242660643523203,0.0
14052,2020-03-20,0.9065748438228447,0.469225014319014,0.462413934856809,0.03
14053,2020-03-21,1.5084879801032307,0.7548761893106881,0.7428002589493832,0.0
14054,2020-03-22,2.053092078588066,1.0624836700382938,1.0473994099650359,0.12
14055,2020-03-23,2.589194044871784,1.2278317564935062,1.207405373293374,0.12
14056,2020-03-24,2.5686329796453595,1.2663729744006,1.232158975732602,0.06
14057,2020-03-25,2.796024185772573,1.4842200270562769,1.4364856732850488,0.12
14058,2020-03-26,4.692875621794884,2.388184147186146,2.328927740800866,0.3
14059,2020-03-27,6.467568719863469,3.0936885385031703,3.02902547764734,0.3
14060,2020-03-28,7.835202503121898,3.78383549388111,3.7087242370546196,0.27
14061,2020-03-29,9.459856084706969,4.7828981002747195,4.66282465388778,0.12
14062,2020-03-30,10.308282221403601,5.51100314589576,5.34635115580254,0.24
14063,2020-03-31,10.89019114547952,5.8421223381202205,5.635539791292029,0.99
14064,2020-04-01,12.05668714498002,5.86971675324675,5.61112654645356,0.99
14065,2020-04-02,15.984955418456552,7.83860988802863,7.552081768606379,0.96
14066,2020-04-03,18.83298884848485,9.23257811022312,8.930398974358981,1.14
14067,2020-04-04,21.18234768960213,10.297897542166169,9.95857022186148,0.72
14068,2020-04-05,24.584544570263066,12.813808153638028,12.35036937920412,0.44999999999999996
14069,2020-04-06,28.275179111138783,15.23956716608391,14.683280826798208,0.87
14070,2020-04-07,31.46666748959376,16.70322886226274,16.064887905677637,2.88
14071,2020-04-08,37.2651381134699,17.94547398022809,17.1859609416417,2.31
14072,2020-04-09,39.25634661409409,19.792246488012,18.92000373705462,2.1
14073,2020-04-10,43.01742905519487,22.09271778513153,21.13438150903263,2.88
14074,2020-04-11,47.82161572194482,24.066297874625366,22.98190779324843,2.61
14075,2020-04-12,51.79187644459695,26.64468982188645,25.43310170333832,2.1
14076,2020-04-13,56.92844560618529,30.102009764568898,28.743110261863137,3.7819199999999995
14077,2020-04-14,63.61955981493511,32.208291510073195,30.698558319513904,3.8348999999999998
14078,2020-04-15,67.50785494226608,34.658107200924,32.9613108914835,4.156199999999999
14079,2020-04-16,71.8335074997501,37.1389594775226,35.229572210955595,4.48998
14080,2020-04-17,76.0614288775809,39.5256489545454,37.410436548784496,4.82052
14081,2020-04-18,80.3246921265402,41.598737704753496,39.35226181918079,5.14221
14082,2020-04-19,84.2931666269562,43.6553538098985,41.24337575445389,5.455379999999999
14083,2020-04-20,87.93325061105581,45.632211905885704,43.031074952880594,5.75199
14084,2020-04-21,91.3057423949802,47.376901296703195,44.611760135614496,6.029729999999999
14085,2020-04-22,93.97867425645177,49.009423258283405,46.058091626789995,6.28554
14086,2020-04-23,96.20621533287539,50.534903852605794,47.368304335123206,6.51519
14087,2020-04-24,98.28875808816181,51.663382739427306,48.347349535464595,6.716220000000001
14088,2020-04-25,99.8066102162838,52.6046013362055,49.139416398975904,6.8844899999999996
14089,2020-04-26,100.9422966682482,53.30510820704309,49.7055466532217,7.021079999999999
14090,2020-04-27,101.66440857355138,53.76155866183831,50.0390221613388,7.123920000000001
14091,2020-04-28,101.7140540521146,53.9753882036712,50.142613717782304,7.19286
14092,2020-04-29,101.3294690031219,53.942072261696694,50.0156456948052,7.22676
14093,2020-04-30,100.5841337473362,53.659821608016905,49.65504769488841,7.22595
14094,2020-05-01,99.33571943406601,53.12939110693469,49.0699338460707,7.1918999999999995
14095,2020-05-02,97.6398210230187,52.3570197312687,48.25773329508,7.123499999999999
14096,2020-05-03,95.44509573622227,51.3501263920662,47.2270572140775,7.02225
14097,2020-05-04,92.88037661488501,50.076818805111586,45.95668620800039,6.89031
14098,2020-05-05,89.91650997739768,48.5741685293457,44.4716361505161,6.728129999999999
14099,2020-05-06,86.50159796024789,46.861122624126004,42.795591777763796,6.538889999999999
14100,2020-05-07,82.7043081718698,44.9597244443472,40.9534791232935,6.313289999999999
14101,2020-05-08,78.70876867020479,42.9013299863469,38.968023405969,6.056279999999999
14102,2020-05-09,74.4195252370128,40.727853246420295,36.8871515913669,5.75457
14103,2020-05-10,70.0408877219448,38.488729710414596,34.75972666262909,5.442029999999999
14104,2020-05-11,65.65685418864481,36.2093913526056,32.60904162670649,5.12229
14105,2020-05-12,61.24381132092931,33.907437838578,30.4469574206211,4.79838
14106,2020-05-13,56.891416036421695,31.6185670099485,28.30765132151181,4.47354
14107,2020-05-14,52.6360487587829,29.35100011434399,26.19576706077255,4.15101
14108,2020-05-15,48.446966982434155,27.11659335993174,24.12715864389777,3.8333999999999997
14109,2020-05-16,44.45737295109058,24.9303017308941,22.117020316808187,3.52275
14110,2020-05-17,40.63848463311702,22.824580467740578,20.18398505482017,3.2216399999999994
14111,2020-05-18,36.9116255802114,20.7916755603147,18.32957996690808,2.93178
14112,2020-05-19,33.3784552850067,18.8568912102897,16.571586779428888,2.65515
14113,2020-05-20,30.060530382866997,17.0169268455711,14.90692479116718,2.3931299999999998
14114,2020-05-21,26.940667031301935,15.28536755914917,13.34539418643855,2.14617
14115,2020-05-22,24.05984308512318,13.66765135905762,11.893038343115219,1.9140599999999999
14116,2020-05-23,21.370209655760878,12.17408443506492,10.553464770188159,1.69719
14117,2020-05-24,18.8676846950133,10.78915923555612,9.31805924941725,1.49838
14118,2020-05-25,16.59887957600733,9.524858187687299,8.19606520275558,1.31733
14119,2020-05-26,14.55166170837495,8.364423127705619,7.16959984140858,1.1513699999999998
14120,2020-05-27,12.719472147852152,7.310752885780889,6.24344254799367,1.0008599999999999
14121,2020-05-28,11.026048562770562,6.36283644226608,5.411958840076589,0.86559
14122,2020-05-29,9.53157165230604,5.50982847044622,4.66687539235764,0.7448999999999999
14123,2020-05-30,8.19466740034965,4.74611797735599,4.00281565992342,0.6375299999999999
14124,2020-05-31,7.0233178121045405,4.066040299866811,3.41367628188477,0.54186
14125,2020-06-01,6.0097754720696095,3.4658142082917,2.8965271023976022,0.45893999999999996
14126,2020-06-02,5.11370515750916,2.9454351700799184,2.4497548437395937,0.38607
14127,2020-06-03,4.316345652514162,2.490883324841826,2.0634813902763898,0.32292000000000004
14128,2020-06-04,3.6553612079587166,2.098636591908093,1.729572493506492,0.26769
14129,2020-06-05,3.043338771811533,1.759015436480187,1.4433856742424238,0.22163999999999998
14130,2020-06-06,2.54337089085915,1.46788427922078,1.199272051948053,0.18261000000000002
14131,2020-06-07,2.1213327155344497,1.2177431093073599,0.9898984783549769,0.14994
14132,2020-06-08,1.7642233300033319,1.005175761904761,0.8149157023809509,0.12228000000000001
14133,2020-06-09,1.448716984099233,0.827800952380953,0.666405714285714,0.09903
14134,2020-06-10,1.191002588744589,0.676309190476191,0.5424444047619059,0.08019
14135,2020-06-11,0.968117823593073,0.5505202857142859,0.439054285714287,0.06429
14136,2020-06-12,0.7982822619047611,0.44401100000000093,0.352545,0.05120999999999999
14137,2020-06-13,0.640335952380951,0.35856500000000097,0.2830374999999999,0.04095
14138,2020-06-14,0.5178066904761909,0.2852225000000001,0.2239749999999999,0.03195
14139,2020-06-15,0.41168278571428585,0.22628750000000009,0.1766949999999999,0.02451
14140,2020-06-16,0.3282735000000009,0.17897750000000007,0.1386474999999999,0.01905
14141,2020-06-17,0.25693000000000105,0.1391349999999999,0.10693499999999999,0.01443
14142,2020-06-18,0.1966525000000011,0.1070649999999999,0.08124,0.01095
14143,2020-06-19,0.1493800000000002,0.0807624999999999,0.0604275,0.008309999999999998
14144,2020-06-20,0.11371499999999998,0.060012500000000094,0.043817499999999905,0.006209999999999999
14145,2020-06-21,0.08455999999999982,0.0442400000000001,0.0312249999999999,0.004109999999999999
14146,2020-06-22,0.061965,0.0314049999999999,0.02168499999999999,0.00201
14147,2020-06-23,0.04365249999999991,0.022875,0.01536,0.00078
14148,2020-06-24,0.0323675000000001,0.016560000000000002,0.011085,0.00027
14149,2020-06-25,0.025670000000000096,0.01221,0.00816,3e-05
14150,2020-06-26,0.01967499999999999,0.008669999999999999,0.00597,0.0
14151,2020-06-27,0.015435,0.006359999999999999,0.00432,0.0
14152,2020-06-28,0.011865000000000002,0.004395,0.002955,0.0
14153,2020-06-29,0.009134999999999999,0.003045,0.002025,0.0
14154,2020-06-30,0.006779999999999999,0.00189,0.0012299999999999998,0.0
14155,2020-07-01,0.005325,0.0010350000000000001,0.00069,0.0
14156,2020-07-02,0.004004999999999999,0.00039,0.00024,0.0
14157,2020-07-03,0.002865,0.00017999999999999998,0.000105,0.0
14158,2020-07-04,0.0017699999999999999,0.00012,7.5e-05,0.0
14159,2020-07-05,0.0010350000000000001,0.0,0.0,0.0
14160,2020-07-06,0.00039,0.0,0.0,0.0
14161,2020-07-07,0.00017999999999999998,0.0,0.0,0.0
14162,2020-07-08,0.00012,0.0,0.0,0.0
14163,2020-07-09,0.0,0.0,0.0,0.0
14164,2020-07-10,0.0,0.0,0.0,0.0
14165,2020-07-11,0.0,0.0,0.0,0.0
14166,2020-07-12,0.0,0.0,0.0,0.0
14167,2020-07-13,0.0,0.0,0.0,0.0
14168,2020-07-14,0.0,0.0,0.0,0.0
14169,2020-07-15,0.0,0.0,0.0,0.0
14170,2020-07-16,0.0,0.0,0.0,0.0
14171,2020-07-17,0.0,0.0,0.0,0.0
14172,2020-07-18,0.0,0.0,0.0,0.0
14173,2020-07-19,0.0,0.0,0.0,0.0
14174,2020-07-20,0.0,0.0,0.0,0.0
14175,2020-07-21,0.0,0.0,0.0,0.0
14176,2020-07-22,0.0,0.0,0.0,0.0
14177,2020-07-23,0.0,0.0,0.0,0.0
14178,2020-07-24,0.0,0.0,0.0,0.0
14179,2020-07-25,0.0,0.0,0.0,0.0
14180,2020-07-26,0.0,0.0,0.0,0.0
14181,2020-07-27,0.0,0.0,0.0,0.0
14182,2020-07-28,0.0,0.0,0.0,0.0
14183,2020-07-29,0.0,0.0,0.0,0.0
14184,2020-07-30,0.0,0.0,0.0,0.0
14185,2020-07-31,0.0,0.0,0.0,0.0
14186,2020-08-01,0.0,0.0,0.0,0.0
14187,2020-08-02,0.0,0.0,0.0,0.0
14188,2020-08-03,0.0,0.0,0.0,0.0
14189,2020-08-04,0.0,0.0,0.0,0.0
